2339949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000312598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005121639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174924	0	0	0	0.003836317	0	0	0.002763279	0.001167883	0	0	0	0.000244141	0	0	0	0.000572738	0	0	0	0	0.00116144	0.002396932	0.055238095	0	0	0.000633513	0.000329056	0.000555401	0	0	0.001252087	0.000842815	0	0	0.000357782	0	0.000563063	0	0	0	0	0	0	0.001306165	0	0	0	0.002421308	0.00334672	0.000640205	0.000374251	0	0	0	0	0	0	0	0	0	0	0	0	0.002137513	0	0	0	0	0	0.001012829	0.000326797	0
192818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221779	0	0	0	0	0	0
72420	0	0	0	0	0	0	0	0	0	0.000573066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592160	0	0.014281551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000669344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4375688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037037
193592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316756	0	0	0	0.000324044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4306262	0	0	0	0	0	0	0	0	0	0	0	0	0.127797409	0.000648929	0	0	0	0	0	0	0.000774293	0.001917546	0	0	0.001258653	0	0	0	0.000990426	0	0	0	0	0	0	0	0	0	0	0	0.011026878	0	0	0.006269592	0	0	0	0	0	0.00128041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033423363	0	0
182674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221779	0	0	0	0	0	0
